crisno,year,crisname,ccode1,actor1,ccode2,actor2,history,crisis,victory1,prevail1,victory2,prevail2,a1outcome,a2outcome,ssbn_count_2024_1,ssbn_count_2024_2,ssbn_start_1,ssbn_start_2,hydrogen_start_1,hydrogen_start_2,sss_start_1,sss_start_2,coder,kinetic,a1democracy,a2democracy,complexity,salience,independence,a2awareness,a1awareness,a2threat,a1threat,a1intensity,a2intensity
106,1946,KARS-ARDAHAN,365,RUS,640,TUR,0,1,,,FALSE,FALSE,NEUTRAL,NEUTRAL,11,0,0,0,0,0,0,0,icb,0,0,1,,,,,,,,,
108,1946,AZERBAIJAN,200,UKG,365,RUS,0,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSE,4,11,0,0,0,0,0,0,icb,0,1,0,,,,,,,,,
108,1946,AZERBAIJAN,2,USA,365,RUS,0,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSE,14,11,0,0,0,0,0,0,icb,0,1,0,,,,,,,,,
108,1946,AZERBAIJAN,365,RUS,630,IRN,0,1,FALSE,FALSE,TRUE,TRUE,LOSE,WIN,11,0,0,0,0,0,0,0,icb,0,0,0,,,,,,,,,
109,1946,INDONESIA INDEP. I,210,NTH,850,INS,0,1,FALSE,FALSE,FALSE,FALSE,NEUTRAL,NEUTRAL,0,0,0,0,0,0,0,0,icb,1,1,0,,,,,,,,,
109,1946,INDONESIA INDEP. I,200,UKG,850,INS,0,1,,,FALSE,FALSE,NEUTRAL,NEUTRAL,4,0,0,0,0,0,0,0,icb,1,1,0,,,,,,,,,
111,1946,TURKISH STRAITS,2,USA,365,RUS,0,1,TRUE,TRUE,,,WIN,LOSE,14,11,0,0,0,0,0,0,icb,0,1,0,0,2,1,1,1,,CONVENTIONAL,2,1
111,1946,TURKISH STRAITS,365,RUS,640,TUR,0,1,,,TRUE,TRUE,LOSE,WIN,11,0,0,0,0,0,0,0,icb,0,0,1,0,2,1,1,1,,,1,1
111,1946,TURKISH STRAITS,365,RUS,2,USA,1,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,11,14,0,0,0,0,0,0,josiah,0,0,1,0,2,1,1,1,CONVENTIONAL,,1,2
111,1946,TURKISH STRAITS,365,RUS,200,UKG,1,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,11,4,0,0,0,0,0,0,josiah,0,0,1,0,2,1,1,1,OTHER,,1,1
111,1946,TURKISH STRAITS,365,RUS,640,TUR,1,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,11,0,0,0,0,0,0,0,josiah,0,0,1,0,2,1,1,1,,CONVENTIONAL,1,1
111,1946,Turkish Straits,365,RUS,2,USA,2,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,11,14,0,0,0,0,0,0,kat,0,0,1,0,3,1,1,1,CONVENTIONAL,CONVENTIONAL,2,3
111,1946,Turkish Straits,365,RUS,640,TUR,2,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,11,0,0,0,0,0,0,0,kat,0,0,1,0,3,1,1,1,,CONVENTIONAL,2,1
113,1947,COMMUNISM IN HUNGARY,310,HUN,365,RUS,0,1,FALSE,FALSE,TRUE,TRUE,LOSE,WIN,0,11,0,0,0,0,0,0,icb,0,0,0,0,1,1,1,0,OTHER,,1,2
113,1947,COMMUNISM IN HUNGARY,365,RUS,310,HUN,1,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,11,0,0,0,0,0,0,0,josiah,0,0,1,1,1,1,0,1,,OTHER,4,1
113,1947,Communism In Hungary,365,RUS,310,HUN,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,11,0,0,0,0,0,0,0,kat,0,0,1,0,1,1,0,1,,OTHER,2,1
114,1947,TRUMAN DOCTRINE,365,RUS,2,USA,1,1,TRUE,TRUE,TRUE,TRUE,WIN,WIN,11,14,0,0,0,0,0,0,josiah,1,0,1,0,3,1,1,1,CONVENTIONAL,,1,4
114,1947,TRUMAN DOCTRINE,365,RUS,200,UKG,1,1,TRUE,TRUE,TRUE,TRUE,WIN,WIN,11,4,0,0,0,0,0,0,josiah,1,0,1,0,3,1,1,1,CONVENTIONAL,,1,3
114,1947,Truman Doctrine,,,,,2,0,,,,,,,0,0,0,0,0,0,0,0,kat,,,,0,,,,,,,,
115,1947,MARSHALL PLAN,315,CZE,365,RUS,0,1,FALSE,FALSE,TRUE,TRUE,LOSE,WIN,0,11,0,0,0,0,0,0,icb,0,0,0,0,,,,,,,,
115,1947,Marshall Plan,,,,,1,0,,,,,,,0,0,0,0,0,0,0,0,kat,,,,0,,,,,,,,
116,1947,INDONESIA INDEP. II,210,NTH,850,INS,0,1,FALSE,FALSE,FALSE,FALSE,NEUTRAL,NEUTRAL,0,0,0,0,0,0,0,0,icb,1,1,0,1,2,0,1,1,CONVENTIONAL,CONVENTIONAL,4,3
116,1947,INDONESIA INDEP. II,210,NTH,365,RUS,1,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,0,11,0,0,0,0,0,0,josiah,0,1,0,1,2,0,1,1,OTHER,,1,2
116,1947,INDONESIA INDEP. II,210,NTH,2,USA,1,1,FALSE,TRUE,TRUE,TRUE,NEUTRAL,WIN,0,14,0,0,0,0,0,0,josiah,0,1,1,1,2,0,1,1,OTHER,,1,2
116,1947,INDONESIA INDEP. II,210,NTH,750,IND,1,1,FALSE,TRUE,TRUE,TRUE,NEUTRAL,WIN,0,2,0,0,0,0,0,0,josiah,0,1,1,1,2,0,1,1,OTHER,,1,2
116,1947,INDONESIA INDEP. II,210,NTH,200,UKG,1,1,FALSE,TRUE,TRUE,TRUE,NEUTRAL,WIN,0,4,0,0,0,0,0,0,josiah,0,1,1,1,2,0,1,1,OTHER,,1,2
116,1947,INDONESIA INDEP. II,210,NTH,900,AUL,1,1,FALSE,TRUE,TRUE,TRUE,NEUTRAL,WIN,0,0,0,0,0,0,0,0,josiah,0,1,1,1,2,0,1,1,OTHER,,1,2
116,1947,INDONESIA INDEP. II,210,NTH,850,INS,1,1,FALSE,TRUE,FALSE,FALSE,NEUTRAL,LOSS,0,0,0,0,0,0,0,0,josiah,1,1,1,1,2,0,1,1,CONVENTIONAL,CONVENTIONAL,4,3
116,1947,Indonesia Indep. II,210,NTH,850,INS,2,1,FALSE,TRUE,FALSE,FALSE,NEUTRAL,LOSS,0,0,0,0,0,0,0,0,kat,1,1,1,0,2,0,1,1,CONVENTIONAL,CONVENTIONAL,4,3
116,1947,INDONESIA INDEP. II,210,NTH,850,INS,3,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,0,0,0,0,0,0,0,0,josiah,1,1,1,1,2,0,1,1,CONVENTIONAL,CONVENTIONAL,4,3
116,1947,INDONESIA INDEP. II,210,NTH,365,RUS,3,1,FALSE,TRUE,TRUE,TRUE,NEUTRAL,WIN,0,11,0,0,0,0,0,0,josiah,0,1,0,1,2,0,1,1,OTHER,,1,2
116,1947,INDONESIA INDEP. II,210,NTH,2,USA,3,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,0,14,0,0,0,0,0,0,josiah,0,1,1,1,2,0,1,1,OTHER,,1,2
116,1947,INDONESIA INDEP. II,210,NTH,750,IND,3,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,0,2,0,0,0,0,0,0,josiah,0,1,1,1,2,0,1,1,OTHER,,1,2
116,1947,INDONESIA INDEP. II,210,NTH,200,UKG,3,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,0,4,0,0,0,0,0,0,josiah,0,1,1,1,2,0,1,1,OTHER,,1,2
116,1947,INDONESIA INDEP. II,210,NTH,900,AUL,3,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,0,0,0,0,0,0,0,0,josiah,0,1,1,1,2,0,1,1,OTHER,,1,2
118,1947,JUNAGADH,750,IND,770,PAK,0,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSE,2,0,0,0,0,0,0,0,icb,0,0,0,0,2,0,1,1,CONVENTIONAL,"CONVENTIONAL, ECONOMIC",3,2
118,1947,Junagadh,750,IND,770,PAK,1,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,2,0,0,0,0,0,0,0,kat,1,0,0,0,2,0,1,1,CONVENTIONAL,"CONVENTIONAL, ECONOMIC",3,2
118,1947,JUNAGADH,750,IND,770,PAK,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,2,0,0,0,0,0,0,0,josiah,1,1,1,0,2,0,1,1,CONVENTIONAL,"CONVENTIONAL, ECONOMIC",3,2
119,1947,KASHMIR I,750,IND,770,PAK,0,1,FALSE,TRUE,FALSE,FALSE,NEUTRAL,NEUTRAL,2,0,0,0,0,0,0,0,icb,1,0,0,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,2,2
119,1947,KASHMIR I,750,IND,770,PAK,1,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,2,0,0,0,0,0,0,0,josiah,1,1,1,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,3,3
119,1947,Kashmir I,770,PAK,750,IND,2,1,FALSE,TRUE,FALSE,FALSE,NEUTRAL,LOSS,0,2,0,0,0,0,0,0,kat,1,1,1,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,2,2
120,1948,PAL. PRT./ISRAEL IND.,651,EGY,666,ISR,0,1,FALSE,FALSE,TRUE,TRUE,LOSE,WIN,0,0,0,0,0,0,0,0,icb,1,0,1,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1948,PAL. PRT./ISRAEL IND.,645,IRQ,666,ISR,0,1,FALSE,FALSE,TRUE,TRUE,LOSE,WIN,0,0,0,0,0,0,0,0,icb,1,0,1,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1948,PAL. PRT./ISRAEL IND.,663,JOR,666,ISR,0,1,TRUE,TRUE,TRUE,TRUE,WIN,WIN,0,0,0,0,0,0,0,0,icb,1,0,1,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1948,PAL. PRT./ISRAEL IND.,660,LEB,666,ISR,0,1,FALSE,FALSE,TRUE,TRUE,LOSE,WIN,0,0,0,0,0,0,0,0,icb,1,0,1,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1948,PAL. PRT./ISRAEL IND.,652,SYR,666,ISR,0,1,FALSE,FALSE,TRUE,TRUE,LOSE,WIN,0,0,0,0,0,0,0,0,icb,1,0,1,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1947,PAL. PRT./ISRAEL IND.,666,ISR,660,LEB,1,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,josiah,1,0,0,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1947,PAL. PRT./ISRAEL IND.,666,ISR,651,EGY,1,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,josiah,1,0,1,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1947,PAL. PRT./ISRAEL IND.,666,ISR,652,SYR,1,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,josiah,1,0,0,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1947,PAL. PRT./ISRAEL IND.,666,ISR,670,SAU,1,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,josiah,1,0,0,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1947,PAL. PRT./ISRAEL IND.,666,ISR,645,IRQ,1,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,josiah,1,0,1,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1947,Pal. Prt./Israel Ind.,666,ISR,645,IRQ,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,kat,1,0,0,1,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1947,Pal. Prt./Israel Ind.,666,ISR,660,LEB,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,kat,1,0,1,1,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1947,Pal. Prt./Israel Ind.,666,ISR,652,SYR,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,kat,1,0,1,1,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1947,Pal. Prt./Israel Ind.,666,ISR,651,EGY,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,kat,1,0,0,1,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
120,1947,Pal. Prt./Israel Ind.,666,ISR,663,JOR,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,kat,1,0,0,1,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
121,1948,COMMUNISM IN CZECH.,315,CZE,365,RUS,0,1,FALSE,FALSE,TRUE,TRUE,LOSE,WIN,0,11,0,0,0,0,0,0,icb,0,0,0,,,,,,,,,
121,1948,Communism In Czech.,,,,,1,0,,,,,,,0,0,0,0,0,0,0,0,kat,,,,,,,,,,,,
122,1948,SOVIET NOTE/FINLAND I,365,RUS,375,FIN,0,1,,,FALSE,TRUE,NEUTRAL,NEUTRAL,11,0,0,0,0,0,0,0,icb,0,0,1,,,,,,,,,
123,1948,BERLIN BLOCKADE,220,FRN,365,RUS,0,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSE,4,11,0,0,0,0,0,0,icb,0,1,0,0,3,1,1,,CONVENTIONAL,,,
123,1948,BERLIN BLOCKADE,200,UKG,365,RUS,0,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSE,4,11,0,0,0,0,0,0,icb,0,1,0,0,3,1,1,1,CONVENTIONAL,"CONVENTIONAL, ECONOMIC",3,3
123,1948,BERLIN BLOCKADE,2,USA,365,RUS,0,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSE,14,11,0,0,0,0,0,0,icb,0,1,0,0,3,1,1,1,CONVENTIONAL,"CONVENTIONAL, ECONOMIC",3,3
123,1948,BERLIN BLOCKADE,365,RUS,2,USA,1,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,11,14,0,0,0,0,0,0,josiah,0,0,1,0,3,1,1,1,"CONVENTIONAL, ECONOMIC",CONVENTIONAL,3,3
123,1948,BERLIN BLOCKADE,365,RUS,200,UKG,1,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,11,4,0,0,0,0,0,0,josiah,0,0,1,0,3,1,1,1,"CONVENTIONAL, ECONOMIC",CONVENTIONAL,3,3
123,1948,BERLIN BLOCKADE,365,RUS,255,GFR,1,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,11,0,0,0,0,0,0,0,josiah,0,0,1,0,3,1,1,1,"CONVENTIONAL, ECONOMIC","CONVENTIONAL, ECONOMIC",3,3
123,1948,Berlin Blockade,365,RUS,2,USA,2,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,11,14,0,0,0,0,0,0,kat,0,0,1,0,2,0,1,1,"CONVENTIONAL, ECONOMIC",CONVENTIONAL,3,3
123,1948,Berlin Blockade,365,RUS,200,UKG,2,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,11,4,0,0,0,0,0,0,kat,0,0,1,0,2,0,1,1,"CONVENTIONAL, ECONOMIC",CONVENTIONAL,3,3
123,1948,Berlin Blockade,365,RUS,255,GFR,2,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,11,0,0,0,0,0,0,0,kat,0,0,1,0,2,0,1,1,,ECONOMIC,3,3
125,1948,China Civil War,365,RUS,2,USA,1,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,11,14,0,0,0,0,0,0,kat,0,0,1,0,3,1,1,1,"CONVENTIONAL, ECONOMIC","CONVENTIONAL, ECONOMIC",3,2
125,1948,China Civil War,365,RUS,710,CHN,1,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,11,6,0,0,0,0,0,0,kat,1,0,0,0,3,1,1,1,CONVENTIONAL,CONVENTIONAL,4,3
126,1948,COSTA RICA/NIC. I,93,NIC,94,COS,0,1,,,TRUE,TRUE,LOSE,WIN,0,0,0,0,0,0,0,0,icb,0,0,0,,,,,,,,,
127,1948,INDONESIA INDEP. III,210,NTH,850,INS,0,1,FALSE,FALSE,TRUE,TRUE,LOSE,WIN,0,0,0,0,0,0,0,0,icb,1,1,0,0,2,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
127,1948,INDONESIA INDEP. III,210,NTH,850,INS,1,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,0,0,0,0,0,0,0,0,josiah,1,1,1,0,2,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
127,1948,INDONESIA INDEP. III,210,NTH,2,USA,1,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,0,14,0,0,0,0,0,0,josiah,0,1,1,0,2,0,1,1,ECONOMIC,,1,3
127,1948,Indonesia Indep. III,210,NTH,850,INS,2,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,0,0,0,0,0,0,0,0,kat,1,1,1,0,2,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
127,1948,Indonesia Indep. III,210,NTH,2,USA,2,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,0,14,0,0,0,0,0,0,kat,0,1,1,0,2,0,1,1,ECONOMIC,,1,3
128,1948,SINAI INCURSION,651,EGY,666,ISR,0,1,FALSE,TRUE,FALSE,FALSE,NEUTRAL,NEUTRAL,0,0,0,0,0,0,0,0,icb,1,0,1,1,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
128,1948,SINAI INCURSION,200,UKG,666,ISR,0,1,TRUE,TRUE,FALSE,FALSE,WIN,NEUTRAL,4,0,0,0,0,0,0,0,icb,1,1,1,1,3,0,1,1,CONVENTIONAL,CONVENTIONAL,3,3
128,1948,SINAI INCURSION,666,ISR,651,EGY,1,1,FALSE,TRUE,FALSE,TRUE,NEUTRAL,NEUTRAL,0,0,0,0,0,0,0,0,josiah,1,0,1,1,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
128,1948,SINAI INCURSION,666,ISR,200,UKG,1,1,FALSE,TRUE,TRUE,TRUE,NEUTRAL,WIN,0,4,0,0,0,0,0,0,josiah,1,0,1,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,3,3
128,1948,SINAI INCURSION,666,ISR,2,USA,1,1,FALSE,TRUE,TRUE,TRUE,NEUTRAL,WIN,0,14,0,0,0,0,0,0,josiah,0,0,1,0,3,0,1,1,OTHER,,1,3
128,1948,Sinai Incursion,666,ISR,200,UKG,2,1,FALSE,TRUE,TRUE,TRUE,NEUTRAL,WIN,0,4,0,0,0,0,0,0,kat,1,1,1,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,3,3
128,1948,Sinai Incursion,666,ISR,651,EGY,2,1,FALSE,TRUE,FALSE,TRUE,NEUTRAL,NEUTRAL,0,0,0,0,0,0,0,0,kat,1,0,0,0,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
128,1948,SINAI INCURSION,666,ISR,651,EGY,3,1,FALSE,TRUE,TRUE,TRUE,NEUTRAL,WIN,0,0,0,0,0,0,0,0,josiah,1,0,1,1,3,0,1,1,CONVENTIONAL,CONVENTIONAL,4,4
129,1949,PUSHTUNISTAN I,700,AFG,770,PAK,0,1,FALSE,FALSE,TRUE,TRUE,LOSE,WIN,0,0,0,0,0,0,0,0,icb,1,0,0,1,2,0,1,1,CONVENTIONAL,CONVENTIONAL,2,3
129,1949,Pushtunistan I,770,PAK,700,AFG,1,1,FALSE,FALSE,TRUE,TRUE,LOSS,WIN,0,0,0,0,0,0,0,0,kat,1,0,0,1,2,0,1,1,CONVENTIONAL,CONVENTIONAL,3,2
131,1949,SOVIET BLOC-YUGOSLAVIA,345,YUG,365,RUS,0,1,TRUE,TRUE,,,WIN,LOSE,0,11,0,0,0,0,0,0,icb,0,0,0,,,,,,,,,
132,1950,KOREAN WAR I,211,BEL,710,CHN,0,1,,,FALSE,FALSE,NEUTRAL,NEUTRAL,0,6,0,0,0,0,0,0,icb,0,1,0,0,4,0,,,,,,
132,1950,KOREAN WAR I,20,CAN,710,CHN,0,1,,,FALSE,FALSE,NEUTRAL,NEUTRAL,0,6,0,0,0,0,0,0,icb,0,1,0,0,4,0,,1,,CONVENTIONAL,,
132,1950,KOREAN WAR I,710,CHN,713,TAW,0,1,FALSE,FALSE,FALSE,FALSE,NEUTRAL,NEUTRAL,6,0,0,0,0,0,0,0,icb,0,0,0,0,4,0,,,,,,
132,1950,KOREAN WAR I,710,CHN,800,THI,0,1,FALSE,FALSE,,,NEUTRAL,NEUTRAL,6,0,0,0,0,0,0,0,icb,0,0,0,0,4,0,,,,,,
132,1950,KOREAN WAR I,710,CHN,840,PHI,0,1,FALSE,FALSE,,,NEUTRAL,NEUTRAL,6,0,0,0,0,0,0,0,icb,0,0,0,0,4,0,,,,,,
132,1950,KOREAN WAR I,710,CHN,900,AUL,0,1,FALSE,FALSE,,,NEUTRAL,NEUTRAL,6,0,0,0,0,0,0,0,icb,0,0,1,0,4,0,1,,CONVENTIONAL,,,
132,1950,KOREAN WAR I,710,CHN,920,NEW,0,1,FALSE,FALSE,,,NEUTRAL,NEUTRAL,6,0,0,0,0,0,0,0,icb,0,0,1,0,4,0,1,,CONVENTIONAL,,,
132,1950,KOREAN WAR I,100,COL,710,CHN,0,1,,,FALSE,FALSE,NEUTRAL,NEUTRAL,0,6,0,0,0,0,0,0,icb,0,0,0,0,4,0,,,,,,
132,1950,KOREAN WAR I,530,ETH,710,CHN,0,1,,,FALSE,FALSE,NEUTRAL,NEUTRAL,0,6,0,0,0,0,0,0,icb,0,0,0,0,4,0,,,,,,
132,1950,KOREAN WAR I,220,FRN,710,CHN,0,1,,,FALSE,FALSE,NEUTRAL,NEUTRAL,4,6,0,0,0,0,0,0,icb,0,1,0,0,4,0,,,,,,
132,1950,KOREAN WAR I,350,GRC,710,CHN,0,1,,,FALSE,FALSE,NEUTRAL,NEUTRAL,0,6,0,0,0,0,0,0,icb,0,0,0,0,4,0,,,,,,
132,1950,KOREAN WAR I,731,KON,732,KOS,0,1,,,TRUE,TRUE,LOSE,WIN,0,0,0,0,0,0,0,0,icb,1,0,0,0,4,0,1,1,,CONVENTIONAL,4,4
132,1950,KOREAN WAR I,210,NTH,710,CHN,0,1,,,FALSE,FALSE,NEUTRAL,NEUTRAL,0,6,0,0,0,0,0,0,icb,0,1,0,0,4,0,,1,,CONVENTIONAL,,
132,1950,KOREAN WAR I,640,TUR,710,CHN,0,1,,,FALSE,FALSE,NEUTRAL,NEUTRAL,0,6,0,0,0,0,0,0,icb,0,1,0,0,4,0,,,,,,
132,1950,KOREAN WAR I,200,UKG,710,CHN,0,1,,,FALSE,FALSE,NEUTRAL,NEUTRAL,4,6,0,0,0,0,0,0,icb,0,1,0,0,4,0,,1,,CONVENTIONAL,,
132,1950,KOREAN WAR I,2,USA,710,CHN,0,1,TRUE,TRUE,FALSE,FALSE,WIN,NEUTRAL,14,6,0,0,0,0,0,0,icb,1,1,0,0,4,0,,1,,OTHER,,
132,1950,KOREAN WAR I,2,USA,731,KON,0,1,TRUE,TRUE,,,WIN,LOSE,14,0,0,0,0,0,0,0,icb,1,1,0,0,4,0,1,1,CONVENTIONAL,OTHER,4,4
132,1950,Korean War I,731,PRK,20,CAN,1,1,FALSE,TRUE,FALSE,TRUE,NEUTRAL,NEUTRAL,0,0,0,0,0,0,0,0,kat,1,0,1,0,4,0,1,1,CONVENTIONAL,CONVENTIONAL,3,2
132,1950,Korean War I,731,PRK,920,NEW,1,1,FALSE,TRUE,FALSE,TRUE,NEUTRAL,NEUTRAL,0,0,0,0,0,0,0,0,kat,1,0,1,0,4,0,1,1,CONVENTIONAL,CONVENTIONAL,3,2
132,1950,Korean War I,731,PRK,200,UKG,1,1,FALSE,TRUE,FALSE,TRUE,NEUTRAL,NEUTRAL,0,4,0,0,0,0,0,0,kat,1,0,1,0,4,0,1,1,CONVENTIONAL,CONVENTIONAL,3,3
132,1950,Korean War I,731,PRK,2,USA,1,1,FALSE,TRUE,FALSE,TRUE,NEUTRAL,NEUTRAL,0,14,0,0,0,0,0,0,kat,1,0,1,0,4,0,1,1,"CONVENTIONAL, ECONOMIC",CONVENTIONAL,4,4
132,1950,Korean War I,731,PRK,900,AUL,1,1,FALSE,TRUE,FALSE,TRUE,NEUTRAL,NEUTRAL,0,0,0,0,0,0,0,0,kat,1,0,1,0,4,0,1,1,CONVENTIONAL,CONVENTIONAL,3,2
132,1950,Korean War I,731,PRK,732,ROK,1,1,FALSE,TRUE,FALSE,TRUE,NEUTRAL,NEUTRAL,0,0,0,0,0,0,0,0,kat,1,0,1,0,4,0,1,1,"CONVENTIONAL, ECONOMIC","CONVENTIONAL, ECONOMIC",4,4
132,1950,Korean War I,731,PRK,210,NTH,1,1,FALSE,TRUE,FALSE,TRUE,NEUTRAL,NEUTRAL,0,0,0,0,0,0,0,0,kat,1,0,1,0,4,0,1,1,CONVENTIONAL,CONVENTIONAL,3,2
132,1950,Korean War I,365,RUS,2,USA,1,1,FALSE,TRUE,FALSE,TRUE,NEUTRAL,NEUTRAL,11,14,0,0,0,0,0,0,kat,0,0,1,0,4,0,1,1,OTHER,OTHER,2,2
132,1950,Korean War I,365,RUS,732,ROK,1,1,FALSE,TRUE,FALSE,TRUE,NEUTRAL,NEUTRAL,11,0,0,0,0,0,0,0,kat,0,0,1,0,4,0,1,1,,ECONOMIC,3,1
132,1950,Korean War I,731,PRK,20,CAN,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,max,1,0,1,0,4,0,1,1,CONVENTIONAL,CONVENTIONAL,3,2
132,1950,Korean War I,731,PRK,920,NEW,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,max,1,0,1,0,4,0,1,1,CONVENTIONAL,CONVENTIONAL,3,2
132,1950,Korean War I,731,PRK,200,UKG,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,4,0,0,0,0,0,0,max,1,0,1,0,4,0,1,1,CONVENTIONAL,CONVENTIONAL,3,3
132,1950,Korean War I,731,PRK,2,USA,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,14,0,0,0,0,0,0,max,1,0,1,0,4,0,1,1,"CONVENTIONAL, ECONOMIC",CONVENTIONAL,4,4
132,1950,Korean War I,731,PRK,900,AUL,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,max,1,0,1,0,4,0,1,1,CONVENTIONAL,CONVENTIONAL,3,2
132,1950,Korean War I,731,PRK,732,ROK,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,max,1,0,1,0,4,0,1,1,"CONVENTIONAL, ECONOMIC","CONVENTIONAL, ECONOMIC",4,4
132,1950,Korean War I,731,PRK,210,NTH,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,0,0,0,0,0,0,0,0,max,1,0,1,0,4,0,1,1,CONVENTIONAL,CONVENTIONAL,3,2
132,1950,Korean War I,365,RUS,2,USA,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,11,14,0,0,0,0,0,0,max,0,0,1,0,4,0,1,1,OTHER,OTHER,2,2
132,1950,Korean War I,365,RUS,732,ROK,2,1,TRUE,TRUE,FALSE,FALSE,WIN,LOSS,11,0,0,0,0,0,0,0,max,0,0,1,0,4,0,1,1,,ECONOMIC,3,1
